개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,사용안내전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
다람산근린공원 농구장,다람산근린공원,농구장,N,6:00,22:00,6:00,22:00,N,,"360",,,,,경기도 화성시 진안동 588일원,화성도시공사,,37.216335,127.033076,2020/05/24,"5530000",경기도 화성시
느치미공원 농구장,느치미공원,농구장,N,6:00,22:00,6:00,22:00,N,,"210",,,,,경기도 화성시 병점동 835-2,화성도시공사,,37.209623,127.042118,2020/05/24,"5530000",경기도 화성시
기산동 동네체육시설 농구장,기산동 동네체육시설,농구장,N,6:00,22:00,6:00,22:00,N,,"450",,,,,경기도 화성시 기산동 151,진안동,,37.221545,127.048931,2020/05/24,"5530000",경기도 화성시
금반저류지 농구장,금반저류지,농구장,N,6:00,22:00,6:00,22:00,N,,"700",,,,,경기도 화성시 반송동635,화성도시공사,,37.184948,127.082895,2020/05/24,"5530000",경기도 화성시
구봉산근린공원 농구장,구봉산근린공원,농구장,N,6:00,22:00,6:00,22:00,N,,"360",,,,,경기도 화성시 병점동865일원,화성도시공사,,37.205676,127.046617,2020/05/24,"5530000",경기도 화성시
광도아파트공원 농구장,광도아파트공원,농구장,N,6:00,22:00,6:00,22:00,N,,"240",,,,,경기도 화성시 기안동 329-5,화성도시공사,,37.227149,126.973236,2020/05/24,"5530000",경기도 화성시
개나리공원 농구장,개나리공원,농구장,N,6:00,22:00,6:00,22:00,N,,"300",,,,,경기도 화성시 반송동 28,화성도시공사,,37.208643,127.065,2020/05/24,"5530000",경기도 화성시
공촌유수지 체육시설,축구장,축구장,"매 주 월요일+명절연휴,신정+동절기 휴관(매월12~익년2월)+성탄절+석가탄신일",9:00,14:00,9:00,14:00,Y,"22","8620",1면/천연잔디,인터넷,,인천광역시 서구 첨단서로130,인천광역시 서구 청라동 6-23,인천시설관리공단,032-456-2700,37.54321196,126.6199135,2020/12/08,B553906,인천시설공단
공촌유수지 체육시설,야구장,야구장,"매 주 월요일+명절연휴,신정+동절기 휴관(매월12~익년2월)+성탄절+석가탄신일",9:00,21:00,9:00,21:00,Y,"18","9815","1면/천연잔디, 마사토",인터넷,,인천광역시 서구 첨단서로130,인천광역시 서구 청라동 6-23,인천시설관리공단,032-456-2700,37.54321196,126.6199135,2020/12/08,B553906,인천시설공단
공촌유수지 체육시설,테니스장,테니스장,"매 주 월요일+명절연휴,신정+성탄절+석가탄신일",9:00,21:00,9:00,21:00,Y,"16","2360",4코트/인조잔디,인터넷,,인천광역시 서구 첨단서로130,인천광역시 서구 청라동 6-23,인천시설관리공단,032-456-2700,37.54321196,126.6199135,2020/12/08,B553906,인천시설공단
진안공공공지  농구장,진안공공공지,농구장,N,6:00,22:00,6:00,22:00,N,,"740",,,,,경기도 화성시 진안동 933,화성도시공사,,37.218146,127.032016,2020/05/24,"5530000",경기도 화성시
죽전공원(향남4호) 농구장,죽전공원(향남4호),농구장,N,6:00,22:00,6:00,22:00,N,,"105",,,,,경기도 화성시 향남읍 행정리 525,화성도시공사,,37.125002,126.928499,2020/05/24,"5530000",경기도 화성시
조암1호공원 농구장,조암1호공원,농구장,N,6:00,22:00,6:00,22:00,N,,"150",,,,,경기도 화성시 우정읍 조암리 791-5 일원,우정읍,,37.088695,126.825517,2020/05/24,"5530000",경기도 화성시
전곡해양 일반산업단지(1호공원) 농구장,전곡해양 일반산업단지(1호공원),농구장,N,6:00,22:00,6:00,22:00,N,,"608",,,,,경기도 화성시 서신면 장외리 642,화성도시공사,,37.187749,126.666615,2020/05/24,"5530000",경기도 화성시
장안남산체육공원 농구장,장안남산체육공원,농구장,N,6:00,22:00,6:00,22:00,N,,"608",,,,,경기도 화성시 장안면 사랑리 2-4,화성도시공사,,37.077959,126.834264,2020/05/24,"5530000",경기도 화성시
장안2첨단산업단지 공원(2호) 농구장,장안2첨단산업단지 공원(2호),농구장,N,6:00,22:00,6:00,22:00,N,,"560",,,,,경기도 화성시 장안면 수촌리 1470-1,화성도시공사,,37.104729,126.848828,2020/05/24,"5530000",경기도 화성시
장안(금의)산단 소공원 농구장,장안(금의)산단 소공원,농구장,N,6:00,22:00,6:00,22:00,N,,"200",,,,,경기도 화성시 장안면 금의리 761-1,화성도시공사,,37.113636,126.839085,2020/05/24,"5530000",경기도 화성시
인곡1저류지 농구장,인곡1저류지,농구장,N,6:00,22:00,6:00,22:00,N,,"560",,,,,경기도 화성시 능동1106,화성도시공사,,37.21408,127.054094,2020/05/24,"5530000",경기도 화성시
용현1호공원(향남1호) 농구장,용현1호공원(향남1호),농구장,N,6:00,22:00,6:00,22:00,N,,"660",,,,,경기도 화성시 향남읍 행정리 460,화성도시공사,,37.12452,126.91319,2020/05/24,"5530000",경기도 화성시
옴뿌리산근린공원 농구장,옴뿌리산근린공원,농구장,N,6:00,22:00,6:00,22:00,N,,"180",,,,,경기도 화성시 향남읍 발안리 251,화성도시공사,,37.133323,126.898456,2020/05/24,"5530000",경기도 화성시
쌍봉산근린공원 농구장,쌍봉산근린공원,농구장,N,6:00,22:00,6:00,22:00,N,,"570",,,,,경기도 화성시 우정읍 조암리 산28-2일원,화성도시공사,,37.089404,126.819781,2020/05/24,"5530000",경기도 화성시
슬기샘공원(동탄4호) 농구장,슬기샘공원(동탄4호),농구장,N,6:00,22:00,6:00,22:00,N,,"120",,,,,경기도 화성시 반송동175-2,화성도시공사,,37.188101,127.07004,2020/05/24,"5530000",경기도 화성시
송산3.1기념공원 농구장,송산3.1기념공원,농구장,N,6:00,22:00,6:00,22:00,N,,"350",,,,,경기도 화성시 송산면 사강리 557-1,화성도시공사,,37.216998,126.73075,2020/05/24,"5530000",경기도 화성시
송방공원 농구장,송방공원,농구장,N,6:00,22:00,6:00,22:00,N,,"190",,,,,경기도 화성시 동탄면 방교리 861,화성도시공사,,37.168066,127.090474,2020/05/24,"5530000",경기도 화성시
송곡공원 농구장,송곡공원,농구장,N,6:00,22:00,6:00,22:00,N,,"530",,,,,경기도 화성시 향남읍 행정리 454,화성도시공사,,37.126754,126.914036,2020/05/24,"5530000",경기도 화성시
솔빛공원 농구장,솔빛공원,농구장,N,6:00,22:00,6:00,22:00,N,,"694",,,,,경기도 화성시 반송동 138,화성도시공사,,37.196772,127.07142,2020/05/24,"5530000",경기도 화성시
손바닥공원 농구장,손바닥공원,농구장,N,6:00,22:00,6:00,22:00,N,,"550",,,,,경기도 화성시 능동 1118,화성도시공사,,37.209257,127.056104,2020/05/24,"5530000",경기도 화성시
서신생활체육시설 농구장,서신생활체육시설,농구장,N,6:00,22:00,6:00,22:00,N,,"233",,,,,경기도 화성시 서신면 매화리 276-3,서신면,,37.166476,126.709098,2020/05/24,"5530000",경기도 화성시
서신면사무소 농구장,서신면사무소,농구장,N,6:00,22:00,6:00,22:00,N,,"520",,,,,경기도 화성시 서신면 매화리 277,서신면,,37.166589,126.708736,2020/05/24,"5530000",경기도 화성시
샘물공원(동탄2호) 농구장,샘물공원(동탄2호),농구장,N,6:00,22:00,6:00,22:00,N,,"160",,,,,경기도 화성시 능동1166,화성도시공사,,37.198291,127.051576,2020/05/24,"5530000",경기도 화성시
벌말공원 농구장,벌말공원,농구장,N,6:00,22:00,6:00,22:00,N,,"720",,,,,경기도 화성시 향남읍 행정리 423,화성도시공사,,37.129757,126.914275,2020/05/24,"5530000",경기도 화성시
배틀공원 농구장,배틀공원,농구장,N,6:00,22:00,6:00,22:00,N,,"150",,,,,경기도 화성시 향남읍발안리263,화성도시공사,,37.133031,126.899946,2020/05/24,"5530000",경기도 화성시
화성호 가축분뇨공공처리시설 농구장,화성호 가축분뇨공공처리시설,농구장,N,6:00,22:00,6:00,22:00,Y,,"420",,,,,경기도 화성시 마도면 청원리 공유수면,화성도시공사,,37.18079,126.76719,2020/05/24,"5530000",경기도 화성시
화성시청 농구장,화성시청,농구장,N,6:00,22:00,6:00,22:00,N,,"840",,,,,경기도 화성시 남양리 2000,화성시청,,37.169355,126.884568,2020/05/24,"5530000",경기도 화성시
해오른공원(현대5호) 농구장,해오른공원(현대5호),농구장,N,6:00,22:00,6:00,22:00,N,,"160",,,,,경기도 화성시 반월동 144-15,화성도시공사,,37.23291,127.062763,2020/05/24,"5530000",경기도 화성시
한반저류지 농구장,한반저류지,농구장,N,6:00,22:00,6:00,22:00,N,,"980",,,,,경기도 화성시 석우동1-8,화성도시공사,,37.225062,127.072055,2020/05/24,"5530000",경기도 화성시
하길근린공원 농구장,하길근린공원,농구장,N,6:00,22:00,6:00,22:00,N,,"450",,,,,경기도 화성시 향남읍 하길리 1409-1,화성도시공사,,37.089217,126.911399,2020/05/24,"5530000",경기도 화성시
평원공원 농구장,평원공원,농구장,N,6:00,22:00,6:00,22:00,N,,"340",,,,,경기도 화성시 향남읍 행정리 444,화성도시공사,,37.127941,126.917767,2020/05/24,"5530000",경기도 화성시
큰재봉공원 농구장,큰재봉공원,농구장,N,6:00,22:00,6:00,22:00,N,,"550",,,,,경기도 화성시 석우동 45,화성도시공사,,37.214319,127.082236,2020/05/24,"5530000",경기도 화성시
인천광역시청소년수련관 체육관,인천광역시청소년수련관,체육관,설+추석,8:00,22:00,8:00,22:00,Y,"168","931","농구대, 음향",인터넷/방문.전화,http://www.insiseol.or.kr/institution_guidance/youth1/facilities_info.asp,인천광역시 남동구 장수로42,인천광역시 남동구 장수동 471,인천시설공단,032-456-2461,37.453831,126.7496626,2020/12/17,B553906,인천시설공단
축구센터 풋살경기장,축구센터,풋살경기장,없음,6:00,20:00,6:00,20:00,Y,"40","288",선수대기석,인터넷,,충청남도 천안시 서북구 축구센터로 150,,충청남도 천안시청,041-529-5170,36.8216322,127.1467072,2020/10/24,"4490000",충청남도 천안시
야구장,야구장,야구장,명절당일,8:00,20:00,8:00,20:00,Y,"750","118450",자판기,인터넷,,충청남도 천안시 동남구 천안대로 320,,충청남도 천안시청,041-529-5119,36.7839509,127.1657519,2020/10/24,"4490000",충청남도 천안시
구리시배드민턴장,배드민턴장,배드민턴장,매월 둘째주 목요일,6:00,22:30,6:00,21:00,Y,"100","938",샤워실2+락카룸1,방문,배드민턴장_전경.JPG,경기도 구리시 체육관로 113번길 8,경기도 구리시 교문동 148,경기도 구리시청,031-550-3750,37.59480383,127.136385,2020/07/31,"3980000",경기도 구리시
구리왕숙체육공원,왕숙체육공원,축구장,없음,6:00,23:00,6:00,23:00,Y,"30","17289",바닥분수+야외운동기구+매점+스포츠용품점,인터넷+방문+전화,구리왕숙체육공원 사진.jpg,경기도 구리시 왕숙천로 701,경기도 구리시 사노동 37-1,경기도 구리시청,031-550-3772,37.635273,127.146906,2020/07/31,"3980000",경기도 구리시
구리왕숙체육공원,왕숙체육공원,테니스장,없음,6:00,22:00,6:00,22:00,Y,"68","17289",바닥분수+야외운동기구+매점+스포츠용품점,인터넷+방문+전화,구리왕숙체육공원 사진.jpg,경기도 구리시 왕숙천로 701,경기도 구리시 사노동 37-1,경기도 구리시청,031-550-3772,37.635273,127.146906,2020/07/31,"3980000",경기도 구리시
구리국민체육센터,국민체육센터,배드민턴장,매월 둘째주 화요일,6:00,22:00,6:00,22:00,Y,"200","1500",탈의실2+샤워실2,방문,구리국민체육센터_전경.jpg,경기도 구리시 인창2로 27번길11,경기도 구리시 인창동 622-28,경기도 구리시청,031-550-3765,37.604772,127.1299548,2020/07/31,"3980000",경기도 구리시
중앙체육공원 농구장,중앙체육공원,농구장,연중무휴,0:00,24:00:00,0:00,24:00:00,N,,,,,,전라북도 익산시 하나로 322,,전라북도 익산시청,063-859-4613,35.9495065,126.9857091,2021/03/15,"4680000",전라북도 익산시
가곡유소년축구장,가곡동,축구장,설·추석 연휴 기간 휴관,9:00,18:00,9:00,18:00,N,"100","1925",,방문,http://www.myfmc.or.kr/sub/02_10.php,경남 밀양시 가곡동 767-4,없음,밀양시시설관리공단,055-359-4613,35.473287,128.763011,2020/07/07,"5360000",경상남도 밀양시
정문야구장,산외면,야구장,설·추석 연휴 기간 휴관,9:00,18:00,9:00,18:00,Y,"100","9916",,방문,http://www.myfmc.or.kr/sub/02_08.php,경남 밀양시 산외면 남기리 835번지,없음,밀양시시설관리공단,055-359-4622,35.508195,128.780555,2020/07/07,"5360000",경상남도 밀양시
구리시 멀티스포츠센터,구리시 멀티스포츠센터,다목적경기장,매월 첫째주 일요일,6:00,21:00,9:00,18:00,Y,"0","1103",매점+스포츠용품숍+카페+볼링숍+자판기+빔프로젝터+노트북1대+샤워실6,인터넷+방문,,경기도 구리시 체육관로 137-25(교문동),경기도 구리시 교문동 153-1,경기도 구리시청,031-550-8900,37.595921,127.135168,2020/07/31,"3980000",경기도 구리시
구리시체육관,체육관,다목적경기장,없음,6:00,22:00,6:00,22:00,Y,"1018","2449",샤워실2+락카룸2,방문,체육관전경.jpg,경기도 구리시 체육관로 131,경기도 구리시 교문동 3-2,경기도 구리시청,031-550-2591,37.596004,127.136447,2020/07/31,"3980000",경기도 구리시
종합운동장보조경기장 다목적경기장,종합운동장보조경기장,다목적경기장,없음,6:00,23:00,6:00,23:00,Y,"3000","18945","음향,마이크 등",인터넷,,충청남도 천안시 서북구 번영로 208,,충청남도 천안시청,041-529-5048,36.8200192,127.1143038,2020/10/24,"4490000",충청남도 천안시
종합운동장유관순체육관 다목적경기장,유관순체육관,다목적경기장,없음,5:00,23:00,5:00,23:00,Y,"6000","13604","음향,마이크,전광판 등",인터넷,,충청남도 천안시 서북구 번영로 208,,충청남도 천안시청,041-529-5048,36.8200192,127.1143038,2020/10/24,"4490000",충청남도 천안시
종합운동장주경기장 다목적경기장,종합운동장주경기장,다목적경기장,없음,6:00,23:00,6:00,23:00,Y,"30000","39970","음향,마이크,전광판 등",인터넷,,충청남도 천안시 서북구 번영로 208,,충청남도 천안시청,041-529-5048,36.8200192,127.1143038,2020/10/24,"4490000",충청남도 천안시
서북구청 테니스장,서북구청,테니스장,없음,6:00,18:00,6:00,18:00,N,"4","785","구청내 화장실이용 가능,조명",방문,,충청남도 천안시 서북구 성거읍 봉주로 75,,충청남도 천안시청,041-521-6043,36.8785082,127.1550958,2020/10/24,"4490000",충청남도 천안시
거제국민체육센터,거제스포츠파크,다목적경기장,무휴,5:00,23:00,5:00,23:00,Y,"1000","2357","음향장비 1대, 영상장비 1대, 관람석 525석",인터넷,http://www.geojesp.co.kr/_sub02/img/img_0902.jpg,경상남도 거제시 거제면 거제남서로 3485-17,경상남도 거제시 거제면 서정리 808-8,경상남도 거제시 거제해양관광개발공사,055-639-8130,34.85185549,128.5815351,2021/02/09,"5370000",경상남도 거제시
거제스포츠파크 주경기장,거제스포츠파크,다목적경기장,무휴,5:00,23:00,5:00,23:00,Y,"5000","14514","조명타워(560/300lux), 전광판, 스피커(500w 5개, 240w 2개)",인터넷,http://www.geojesp.co.kr/_sub02/img/img_0201.jpg,경상남도 거제시 거제면 거제남서로 3485-17,경상남도 거제시 거제면 서정리 808-8,경상남도 거제시 거제해양관광개발공사,055-639-8130,34.85185549,128.5815351,2021/02/09,"5370000",경상남도 거제시
하동체육관,하동체육관,체육관,연중무휴,5:00,23:00,5:00,18:00,Y,"1723","4825","샤워실, 선수대기실","인터넷/방문,전화",,경상남도 하동군 적량면 공설운동장로 207,경상남도 하동군 적량면 고절리 1209-1,경상남도 하동군청,055-880-6778,35.063865,126.777885,2021/03/19,"5440000",경상남도 하동군
농어촌복합체육시설,농어촌복합체육시설,체육관,연중무휴,5:00,23:00,5:00,18:00,Y,"100","864","다목적실, 창고","인터넷/방문,전화",,경상남도 하동군 적량면 공설운동장로 207,경상남도 하동군 적량면 고절리 1209-1,경상남도 하동군청,055-880-6778,35.063637,127.777885,2021/03/19,"5440000",경상남도 하동군
