야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,1일최대수용인원수,편의시설,안전시설,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
희리산자연휴양림야영장,야영장,36.11262716,126.6641457,충청남도 서천군 종천면 희리산길 206,,041-953-2230,57,228,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
희리산자연휴양림야영장,자동차야영장,36.11262716,126.6641457,충청남도 서천군 종천면 희리산길 206,,041-953-2230,22,132,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
솔바람캠핑장,야영장,36.02414848,126.6652094,충청남도 서천군 장항읍 장항산단로 34번길 48-44,,041-956-6769,25,120,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
해오름관광농원,야영장,36.150911,126.5297574,충청남도 서천군 서면 서인로 576,,041-952-1617,39,156,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
서천금빛노을서울캠핑장,야영장,36.04561654,126.718912,충청남도 서천군 마서면 옥도로 498번길 43-10,충청남도 서천군 마서면 장선리 128-3,02-2133-3923,15,60,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
서천해양글램핑장,야영장,36.14492436,126.5019932,충청남도 서천군 서면 서인로 288-19,,041-952-2347,29,116,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
춘장대오토캠핑장,자동차야영장,36.16187482,126.5261448,충청남도 서천군 서면 춘장대로 106,,000-0000-0000,30,120,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
춘장대캠핑장,야영장,36.1647304,126.5258235,충청남도 서천군 서면 춘장대로8번길 17-7,,000-0000-0000,30,120,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
춘장대나드리캠핑장,야영장,36.1630717,126.5251476,충청남도 서천군 서면 춘장대로8번길 3,,000-0000-0000,35,140,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
백일야영장,야영장,36.1641414,126.5255713,충청남도 서천군 서면 춘장대로 8번길 15-11,,000-0000-0000,20,80,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
서천갯벌체험글램핑장,야영장,36.13294322,126.5623002,충청남도 서천군 서면 월하성길 96,,041-952-0332,20,80,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
늘푸른캠핑장,야영장,36.08525495,126.645165,충청남도 서천군 마서면 장천로 907,,041-953-1785,27,118,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
춘장대솔내음캠핑장,야영장,36.16672778,126.5272848,충청남도 서천군 서면 춘장대로 151번길 20-6,,000-0000-0000,50,200,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
희리산자연휴양림야영장,야영장,36.11262716,126.6641457,충청남도 서천군 종천면 희리산길 206,,041-953-2230,57,228,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
희리산자연휴양림야영장,자동차야영장,36.11262716,126.6641457,충청남도 서천군 종천면 희리산길 206,,041-953-2230,22,132,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
솔바람캠핑장,야영장,36.02414848,126.6652094,충청남도 서천군 장항읍 장항산단로 34번길 48-44,,041-956-6769,25,120,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
해오름관광농원,야영장,36.150911,126.5297574,충청남도 서천군 서면 서인로 576,,041-952-1617,39,156,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
서천금빛노을서울캠핑장,야영장,36.04561654,126.718912,충청남도 서천군 마서면 옥도로 498번길 43-10,충청남도 서천군 마서면 장선리 128-3,02-2133-3923,15,60,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
서천해양글램핑장,야영장,36.14492436,126.5019932,충청남도 서천군 서면 서인로 288-19,,041-952-2347,29,116,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
춘장대오토캠핑장,자동차야영장,36.16187482,126.5261448,충청남도 서천군 서면 춘장대로 106,,000-0000-0000,30,120,전기시설+상하수도시설+취사장+화장실+샤워장,소화기+대피소,041-950-4018,충청남도 서천군청,2019-09-30,4580000,충청남도 서천군
삼락오토캠핑장,자동차야영장,35.166681,128.968388,,부산광역시 사상구 삼락동 29-59,051-313-6015,112,600,"화장실,샤워장,개수장",-,051-310-6035,부산광역시 낙동강관리본부,2019-08-28,6260000,부산광역시
대저캠핑장,자동차야영장,35.206933,128.984559,,부산광역시 강서구 대저동 1-5,051-248-1066,111,600,"화장실,샤워장,개수장",-,051-310-6034,부산광역시 낙동강관리본부,2019-08-28,6260000,부산광역시
화명오토캠핑장,자동차야영장,35.22236762,129.0006773,,부산광역시 북구 덕천동 763,070-4102-0070,30,150,"화장실,샤워장,개수장",-,051-310-6035,부산광역시 낙동강관리본부,2019-08-28,6260000,부산광역시
순천 국민여가캠핑장,자동차야영장,35.0462597,127.4772736,전라남도 순천시 서면 청소년수련원길 170,전라남도 순천시 서면 운평리 산160,061-749-8948,25,100,"샤워실, 취사시설, 화장실 등","소화시설, 방송시설, 전기시설",061-749-5804,순천시,2019-08-28,4820000,전라남도 순천시
국립낙안민속자연휴양림,야영장,34.9133407,127.3534562,전라남도 순천시 낙안면 민속마을길 1600,전라남도 순천시 낙안면 동내리 산3-1,061-754-4400,17,68,"샤워실, 취사시설, 화장실 등","소화기, 방송장비, 안전게시물, 대피공간, 관리요원",061-749-5804,순천시,2019-08-28,4820000,전라남도 순천시
주암오토캠핑장,자동차야영장,35.0698459,127.2379662,전라남도 순천시 주암면 구산강변길 22,전라남도 순천시 주암면 구산리 797-2,061-752-6661,40,160,"샤워장, 개수대, 화장실 등","소화기, 방송장비, 안전게시물, 대피공간, 관리요원",061-749-5804,순천시,2019-08-28,4820000,전라남도 순천시
승주cc글램핑장,야영장,34.89866858,127.4440657,전라남도 순천시 별량면 오실길 333-1,전라남도 순천시 별량면 송학리 492-2,061-740-8151,16,100,"화장실, 취사시설, 바베큐시설","소화시설, 방송시설, 전기시설",061-749-5804,순천시,2019-08-28,4820000,전라남도 순천시
신전권역 야영장,야영장,35.3815447,128.1761807,경상남도 의령군 대의면 모의로 662-24,경상남도 의령군 대의면 신전리 278,055-574-1109,10,60,"상하수도시설, 전기시설, 화장실, 샤워실, 취사장","소화기, 확성기, 방송장비",055-570-3634,의령군,2019-07-05,5390000,경상남도 의령군
설뫼충효테마파크 캠핑장,야영장,35.4589661,128.3519841,경상남도 의령군 부림면 입산로 178,경상남도 의령군 부림면 입산리 15,055-570-2725,45,200,"상하수도시설, 전기시설, 화장실, 샤워실",소화기,055-570-3634,부림설뫼청년회,2019-07-05,5390000,경상남도 의령군
벽계야영장,야영장,35.426107,128.208032,경상남도 의령군 궁류면 벽계로201 일대,경상남도 의령군 궁류면 벽계리 481-1,055-570-2443,80,500,매점,"소화기, 안전게시물",055-570-2514,의령군,2019-07-05,5390000,경상남도 의령군
의령나루캠프,야영장,35.2582718,128.2705036,경상남도 의령군 화정면 화정로14길 16-5,경상남도 의령군 화정면 화양리 664-3,055-570-2443,15,50,"화장실, 샤워실, 음수대","소화기, 방송장비",055-570-2514,김정재,2019-07-05,5390000,경상남도 의령군
거장산오토캠핑장,야영장,35.4375511,128.2597022,경상남도 의령군 궁류면 청정로 5길 57,경상남도 의령군 궁류면 압곡리 348-2,055-570-2514,49,250,"화장실, 샤워장, 개수대, 매점 등","소화기, 방송시설 등",055-570-2514,의령군,2019-07-05,5390000,경상남도 의령군
비학산자연휴양림,야영장,36.14703337,129.2111071,경상북도 포항시 북구 기북면 비학산길 302,경상북도 포항시 북구 기북면 탑정리 57,054-270-3823,6,30,상하수도시설,대피공간,054-270-3823,포항시청,2019-07-31,5020000,경상북도 포항시
대왕암공원 캠핑장,자동차야영장,35.4881844,129.4391709,울산광역시 동구 등대로 80-61,울산광역시 동구 일산동 909-1,052-209-4530,53,318,전기시설+샤워장+세척장+화장실,소화기,052-209-3750,울산광역시 동구청,2019-05-31,3710000,울산광역시 동구
쉬리마을 농어촌 관광 휴양단지 야영장,야영장,38.24773041,127.4139035,강원도 철원군 김화읍 호국로 6442,강원도 철원군 김화읍 청양리 9-6,033-458-7200,129,500,"상수도, 전기, 화장실, 개수대, 샤워실","소화기, 방송장비, 안전게시물, 대피공간, 관리사무소",033-450-5534,철원군청 관광과,2019-07-04,4300000,강원도 철원군
하오재캠핑장,야영장,38.1744575,127.4610647,강원도 철원군 근남면 하오재로 1235,강원도 철원군 잠곡리 951,033-458-0905,29,100,"하수도, 전기 화장실, 개수대, 샤워실","소화기, 방송장비, 안전게시물, 대피공간, 관리사무소",033-450-5534,철원군청 관광과,2019-07-04,4300000,강원도 철원군
에스와이스포캐슬,야영장,38.1670114,127.4640495,강원도 철원군 근남면 하오재로 1176-47,강원도 철원군 근남면 잠곡리 50-6,00-000-0000,9,30,"하수도, 전기, 화장실, 개수대, 샤워실","소화기, 방송장비, 안전게시물, 대피공간, 관리사무소",033-450-5534,철원군청 관광과,2019-07-04,4300000,강원도 철원군
여울애꽃물들인,야영장,38.19131156,127.4634947,강원도 철원군 근남면 하오재로 1455,강원도 철원군 근남면 잠곡리 400-3,00-000-0000,11,44,"하수도, 전기, 화장실, 개수대, 샤워실","소화기, 확성기, 안전게시물, 대피공간. 관리사무소",033-450-5534,철원군청 관광과,2019-07-04,4300000,강원도 철원군
터닝포인트 카라반/캠핑,야영장,38.122316,127.250864,,강원도 철원군 서면 자등리 316-6,033-458-0099,9,54,"하수도, 전기, 화장실, 취사시설, 샤워실","소화기, 확성기, 안전게시물, 관리사무소",033-450-5534,철원군청 관광과,2019-07-04,4300000,강원도 철원군
매일민박야영장,야영장,38.193152,127.4656442,강원도 철원군 근남면 하오재로 1531,강원도 철원군 근남면 잠곡리 394-4,00-000-0000,15,39,"하수도, 전기, 화장실, 개수대, 샤워실","소화기, 확성기, 안전게시물, 대피공간, 관리사무소",033-450-5534,철원군청 관광과,2019-07-04,4300000,강원도 철원군
학마을캠프장,야영장,38.23536357,127.2222109,강원도 철원군 동송읍 도피동길 72-2,강원도 철원군 동송읍 관우리 382-2,00-000-0000,40,150,"하수도, 전기, 화장실, 개수대, 샤워실","소화기, 방송장비, 안전게시물, 대피공간, 관리사무소",033-450-5534,철원군청 관광과,2019-07-04,4300000,강원도 철원군
DMZ캠핑장,야영장,38.22012329,127.180666,강원도 철원군 철원읍 독서당길 225-134,강원도 철원군 철원읍 율이리 217,00-000-0000,3,10,"하수도. 전기, 화장실, 개수대, 샤워실","소화기, 확성기, 안전게시물, 관리사무소",033-450-5534,철원군청 관광과,2019-07-04,4300000,강원도 철원군
밤개울캠핑장,야영장,38.2102789,127.4711965,강원도 철원군 근남면 하문수동1길 62-1,강원도 철원군 근남면 육단리 582-1,00-000-0000,28,100,"하수도, 전기, 화장실, 개수대, 샤워실","소화기, 방송장비, 안전게시물, 대피공간, 관리사무소",033-450-5534,철원군청 관광과,2019-07-04,4300000,강원도 철원군
철원가산농원캠핑장,자동차야영장,38.22409846,127.2657239,강원도 철원군 갈말읍 상사로 377,강원도 철원군 갈말읍 상사리 628-4,033-452-9995,68,500,"하수도, 전기, 화장실, 개수대, 샤워실","소화기, 방송장비, 안전게시물, 대피공간, 관리사무소",033-450-5534,철원군청 관광과,2019-07-04,4300000,강원도 철원군
철원 평화마을 서울캠핑장,자동차야영장,38.3037067,127.3963546,강원도 철원군 근북면 유곡로 545,강원도 철원군 근북면 유곡리 512,033-455-3904,26,104,"하수도, 전기, 화장실, 개수대, 샤워실","소화기, 방송장비, 안전게시물, 대피공간, 관리사무소",033-450-5534,철원군청 관광과,2019-07-04,4300000,강원도 철원군
화강 수변 오토 캠핑장,자동차야영장,38.15023,127.243803,,강원도 철원군 김화읍 학사리 680,033-458-7200,72,288,"상수도, 전기, 화장실, 개수대, 샤워실","소화기, 방송장비, 안전게시물, 대피공간, 관리사무소",033-450-5534,철원군청 관광과,2019-07-04,4300000,강원도 철원군
사지목 나무그늘,야영장,35.39478138,128.9467767,경상남도 양산시 늘밭로 201,경상남도 양산시 원동면 내포리 573-2,000-0000-0000,8,40,상하수도+ 화장실,소화기+ 확성기+ 안전게시물+ 대피공간+ 관리요원,055-392-2563,경상남도 양산시청,2019-06-05,6480000,경상남도
